rollup_key,rollup_scope,rollup_value,role,trainee_category,program_name,lifecycle_code,projected_refresh_date,state_observation_count,person_count,program_count,annual_clock_count,expected_advancement_count,expected_completion_count,source_refresh_required_count,human_review_required_count,stale_by_refresh_count,unexpected_absence_review_count,deterministic_transition_count,source_bound_transition_count,review_bound_transition_count,assurance_status,diff_readiness_status,stale_information_policy,recommended_operator_action,evidence_json
lifecycle_assurance_85bd20c18092c9d12e66,program,Internal Medicine Residency - Global Health Equities Track,,,Internal Medicine Residency - Global Health Equities Track,,2027-08-15,36,22,1,28,9,15,0,12,36,9,24,0,12,mixed_with_human_review,diff_requires_review_queue,do_not_auto_mutate; stale rows enter review,review_lifecycle_rule_source_label_or_identity_before_mutation,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_FELLOWSHIP_DURATION_UNKNOWN"": 4, ""US_GME_RESIDENCY_3Y"": 32}, ""dominant_role_counts"": {""fellow"": 4, ""resident"": 32}, ""dominant_trainee_category_counts"": {""fellow"": 4, ""resident"": 32}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 12, ""expected_absence_after_completion"": 15, ""unexpected_absence_review"": 9}, ""readiness_status_counts"": {""expected_advancement_window"": 9, ""expected_completion_window"": 15, ""review_required_window"": 8, ""stale_without_transition_review"": 4}}"
lifecycle_assurance_689f91f23d260f25127d,program,Internal Medicine Residency - Healthcare Leadership in Quality Track,,,Internal Medicine Residency - Healthcare Leadership in Quality Track,,2027-08-15,29,25,1,29,17,12,0,0,29,17,29,0,0,deterministic_clock_supported,diff_can_classify_but_missing_rows_need_review,absence after stale-after is expected completion/alumni candidate,accept_expected_advancements_and_completion_absences_with_fresh_observation,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_RESIDENCY_3Y"": 29}, ""dominant_role_counts"": {""resident"": 29}, ""dominant_trainee_category_counts"": {""resident"": 29}, ""missing_expectation_counts"": {""expected_absence_after_completion"": 12, ""unexpected_absence_review"": 17}, ""readiness_status_counts"": {""expected_advancement_window"": 17, ""expected_completion_window"": 12}}"
lifecycle_assurance_8ed019fedcf39bae0f67,program,Internal Medicine Residency - Medical Education Leadership Track,,,Internal Medicine Residency - Medical Education Leadership Track,,2027-08-15,13,9,1,11,2,9,0,2,13,2,11,0,2,mixed_with_human_review,diff_requires_review_queue,do_not_auto_mutate; stale rows enter review,review_lifecycle_rule_source_label_or_identity_before_mutation,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_RESIDENCY_3Y"": 13}, ""dominant_role_counts"": {""resident"": 13}, ""dominant_trainee_category_counts"": {""resident"": 13}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 2, ""expected_absence_after_completion"": 9, ""unexpected_absence_review"": 2}, ""readiness_status_counts"": {""expected_advancement_window"": 2, ""expected_completion_window"": 9, ""review_required_window"": 2}}"
lifecycle_assurance_a6babef48581278852e1,program,Interventional Cardiology Fellowship,,,Interventional Cardiology Fellowship,,2027-08-15,4,4,1,0,0,0,4,0,4,0,0,4,0,source_refresh_bound,diff_requires_fresh_source_before_retention,stale only when source refresh fails to reconfirm,refresh_source_before_carrying_forward_state,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_FELLOWSHIP_1Y"": 4}, ""dominant_role_counts"": {""fellow"": 4}, ""dominant_trainee_category_counts"": {""fellow"": 4}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 4}, ""readiness_status_counts"": {""source_refresh_required_window"": 4}}"
lifecycle_assurance_d8b55ac7a7983e1410d7,program,Interventional Radiology Integrated Residency,,,Interventional Radiology Integrated Residency,,2027-08-15,19,19,1,0,0,0,19,0,19,0,0,19,0,source_refresh_bound,diff_requires_fresh_source_before_retention,stale only when source refresh fails to reconfirm,refresh_source_before_carrying_forward_state,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_RESIDENCY_6Y"": 19}, ""dominant_role_counts"": {""resident"": 19}, ""dominant_trainee_category_counts"": {""resident"": 19}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 19}, ""readiness_status_counts"": {""source_refresh_required_window"": 19}}"
lifecycle_assurance_45d8c679ec21523c2cbd,program,Maternal Fetal Medicine Fellowship,,,Maternal Fetal Medicine Fellowship,,2027-08-15,8,8,1,8,0,0,0,8,8,0,0,0,8,mixed_with_human_review,diff_requires_review_queue,do_not_auto_mutate; stale rows enter review,review_lifecycle_rule_source_label_or_identity_before_mutation,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_FELLOWSHIP_DURATION_UNKNOWN"": 8}, ""dominant_role_counts"": {""fellow"": 8}, ""dominant_trainee_category_counts"": {""fellow"": 8}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 8}, ""readiness_status_counts"": {""stale_without_transition_review"": 8}}"
lifecycle_assurance_42b6ee1744121f374096,program,Medical Scientist Training Program,,,Medical Scientist Training Program,,2027-08-15,225,225,1,0,0,0,225,0,225,0,0,225,0,source_refresh_bound,diff_requires_fresh_source_before_retention,stale only when source refresh fails to reconfirm,refresh_source_before_carrying_forward_state,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_MD_PHD_MSTP_VARIABLE"": 225}, ""dominant_role_counts"": {""medical_student"": 225}, ""dominant_trainee_category_counts"": {""medical_student"": 225}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 225}, ""readiness_status_counts"": {""source_refresh_required_window"": 225}}"
lifecycle_assurance_b346081bf03161c93499,program,Microvascular Reconstructive Surgery Fellowship,,,Microvascular Reconstructive Surgery Fellowship,,2027-08-15,5,5,1,0,0,0,5,0,5,0,0,5,0,source_refresh_bound,diff_requires_fresh_source_before_retention,stale only when source refresh fails to reconfirm,refresh_source_before_carrying_forward_state,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_FELLOWSHIP_1Y"": 5}, ""dominant_role_counts"": {""fellow"": 5}, ""dominant_trainee_category_counts"": {""fellow"": 5}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 5}, ""readiness_status_counts"": {""source_refresh_required_window"": 5}}"
lifecycle_assurance_f198b52172280ea25af0,program,Molecular Genetic Pathology Fellowship,,,Molecular Genetic Pathology Fellowship,,2027-08-15,2,2,1,0,0,0,2,0,2,0,0,2,0,source_refresh_bound,diff_requires_fresh_source_before_retention,stale only when source refresh fails to reconfirm,refresh_source_before_carrying_forward_state,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_FELLOWSHIP_DURATION_UNKNOWN"": 2}, ""dominant_role_counts"": {""fellow"": 2}, ""dominant_trainee_category_counts"": {""fellow"": 2}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 2}, ""readiness_status_counts"": {""source_refresh_required_window"": 2}}"
lifecycle_assurance_47183169580cf8d29e91,program,Nephrology Fellowship,,,Nephrology Fellowship,,2027-08-15,22,22,1,16,9,7,6,0,22,9,16,6,0,source_refresh_bound,diff_can_classify_but_missing_rows_need_review,stale only when source refresh fails to reconfirm,refresh_source_before_carrying_forward_state,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_FELLOWSHIP_2Y"": 22}, ""dominant_role_counts"": {""fellow"": 22}, ""dominant_trainee_category_counts"": {""fellow"": 22}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 6, ""expected_absence_after_completion"": 7, ""unexpected_absence_review"": 9}, ""readiness_status_counts"": {""expected_advancement_window"": 9, ""expected_completion_window"": 7, ""source_refresh_required_window"": 6}}"
lifecycle_assurance_e724bfc97c973d2270d4,program,Neurological Surgery Residency,,,Neurological Surgery Residency,,2027-08-15,21,21,1,21,18,3,0,0,21,18,21,0,0,deterministic_clock_supported,diff_can_classify_but_missing_rows_need_review,absence after stale-after is expected completion/alumni candidate,accept_expected_advancements_and_completion_absences_with_fresh_observation,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_RESIDENCY_7Y"": 21}, ""dominant_role_counts"": {""resident"": 21}, ""dominant_trainee_category_counts"": {""resident"": 21}, ""missing_expectation_counts"": {""expected_absence_after_completion"": 3, ""unexpected_absence_review"": 18}, ""readiness_status_counts"": {""expected_advancement_window"": 18, ""expected_completion_window"": 3}}"
lifecycle_assurance_d5c5b4dcc75017a9e144,program,Neurology Residency,,,Neurology Residency,,2027-08-15,54,54,1,0,0,0,54,0,54,0,0,54,0,source_refresh_bound,diff_requires_fresh_source_before_retention,stale only when source refresh fails to reconfirm,refresh_source_before_carrying_forward_state,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_RESIDENCY_5Y"": 54}, ""dominant_role_counts"": {""resident"": 54}, ""dominant_trainee_category_counts"": {""resident"": 54}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 54}, ""readiness_status_counts"": {""source_refresh_required_window"": 54}}"
lifecycle_assurance_a909ce12716f40d7d4cb,program,Neuropathology Fellowship,,,Neuropathology Fellowship,,2027-08-15,2,2,1,0,0,0,2,0,2,0,0,2,0,source_refresh_bound,diff_requires_fresh_source_before_retention,stale only when source refresh fails to reconfirm,refresh_source_before_carrying_forward_state,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_FELLOWSHIP_DURATION_UNKNOWN"": 2}, ""dominant_role_counts"": {""fellow"": 2}, ""dominant_trainee_category_counts"": {""fellow"": 2}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 2}, ""readiness_status_counts"": {""source_refresh_required_window"": 2}}"
lifecycle_assurance_5a8cd7462c03357dfd48,program,Neuroradiology Fellowship,,,Neuroradiology Fellowship,,2027-08-15,11,11,1,0,0,0,11,0,11,0,0,11,0,source_refresh_bound,diff_requires_fresh_source_before_retention,stale only when source refresh fails to reconfirm,refresh_source_before_carrying_forward_state,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_FELLOWSHIP_1Y"": 11}, ""dominant_role_counts"": {""fellow"": 11}, ""dominant_trainee_category_counts"": {""fellow"": 11}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 11}, ""readiness_status_counts"": {""source_refresh_required_window"": 11}}"
lifecycle_assurance_9d5da54ee9e202e1ab25,program,Neurotology Fellowship,,,Neurotology Fellowship,,2027-08-15,1,1,1,0,0,0,1,0,1,0,0,1,0,source_refresh_bound,diff_requires_fresh_source_before_retention,stale only when source refresh fails to reconfirm,refresh_source_before_carrying_forward_state,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_FELLOWSHIP_1Y"": 1}, ""dominant_role_counts"": {""fellow"": 1}, ""dominant_trainee_category_counts"": {""fellow"": 1}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 1}, ""readiness_status_counts"": {""source_refresh_required_window"": 1}}"
lifecycle_assurance_7096f8859ca409243ba1,program,Nuclear Radiology Fellowship,,,Nuclear Radiology Fellowship,,2027-08-15,2,2,1,0,0,0,2,0,2,0,0,2,0,source_refresh_bound,diff_requires_fresh_source_before_retention,stale only when source refresh fails to reconfirm,refresh_source_before_carrying_forward_state,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_FELLOWSHIP_1Y"": 2}, ""dominant_role_counts"": {""fellow"": 2}, ""dominant_trainee_category_counts"": {""fellow"": 2}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 2}, ""readiness_status_counts"": {""source_refresh_required_window"": 2}}"
lifecycle_assurance_2dbace0ea15af3b660bf,program,Obstetrics and Gynecology Residency,,,Obstetrics and Gynecology Residency,,2027-08-15,32,32,1,32,24,8,0,0,32,24,32,0,0,deterministic_clock_supported,diff_can_classify_but_missing_rows_need_review,absence after stale-after is expected completion/alumni candidate,accept_expected_advancements_and_completion_absences_with_fresh_observation,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_RESIDENCY_4Y"": 32}, ""dominant_role_counts"": {""resident"": 32}, ""dominant_trainee_category_counts"": {""resident"": 32}, ""missing_expectation_counts"": {""expected_absence_after_completion"": 8, ""unexpected_absence_review"": 24}, ""readiness_status_counts"": {""expected_advancement_window"": 24, ""expected_completion_window"": 8}}"
lifecycle_assurance_9b1877efcc4830336aa2,program,Oncologic Imaging Fellowship,,,Oncologic Imaging Fellowship,,2027-08-15,1,1,1,0,0,0,1,0,1,0,0,1,0,source_refresh_bound,diff_requires_fresh_source_before_retention,stale only when source refresh fails to reconfirm,refresh_source_before_carrying_forward_state,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_FELLOWSHIP_1Y"": 1}, ""dominant_role_counts"": {""fellow"": 1}, ""dominant_trainee_category_counts"": {""fellow"": 1}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 1}, ""readiness_status_counts"": {""source_refresh_required_window"": 1}}"
lifecycle_assurance_9f9b1c1350c1993a20a1,program,Ophthalmology Fellowship,,,Ophthalmology Fellowship,,2027-08-15,10,10,1,0,0,0,10,0,10,0,0,10,0,source_refresh_bound,diff_requires_fresh_source_before_retention,stale only when source refresh fails to reconfirm,refresh_source_before_carrying_forward_state,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_FELLOWSHIP_1Y"": 10}, ""dominant_role_counts"": {""fellow"": 10}, ""dominant_trainee_category_counts"": {""fellow"": 10}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 10}, ""readiness_status_counts"": {""source_refresh_required_window"": 10}}"
lifecycle_assurance_1757a9c5764bf391f713,program,Ophthalmology Residency,,,Ophthalmology Residency,,2027-08-15,20,20,1,5,5,0,15,0,20,5,5,15,0,source_refresh_bound,diff_can_classify_but_missing_rows_need_review,stale only when source refresh fails to reconfirm,refresh_source_before_carrying_forward_state,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_RESIDENCY_5Y"": 20}, ""dominant_role_counts"": {""resident"": 20}, ""dominant_trainee_category_counts"": {""resident"": 20}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 15, ""unexpected_absence_review"": 5}, ""readiness_status_counts"": {""expected_advancement_window"": 5, ""source_refresh_required_window"": 15}}"
lifecycle_assurance_842e045cb7304c7694f7,program,Oral Medicine Residency,,,Oral Medicine Residency,,2027-08-15,8,8,1,0,0,0,8,0,8,0,0,8,0,source_refresh_bound,diff_requires_fresh_source_before_retention,stale only when source refresh fails to reconfirm,refresh_source_before_carrying_forward_state,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_RESIDENCY_DURATION_UNKNOWN"": 8}, ""dominant_role_counts"": {""resident"": 8}, ""dominant_trainee_category_counts"": {""resident"": 8}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 8}, ""readiness_status_counts"": {""source_refresh_required_window"": 8}}"
lifecycle_assurance_affa09902be14560f9f1,program,Orthopedic Surgery Residency,,,Orthopedic Surgery Residency,,2027-08-15,40,40,1,38,31,7,2,0,40,31,38,2,0,source_refresh_bound,diff_can_classify_but_missing_rows_need_review,stale only when source refresh fails to reconfirm,refresh_source_before_carrying_forward_state,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_RESIDENCY_5Y"": 40}, ""dominant_role_counts"": {""resident"": 40}, ""dominant_trainee_category_counts"": {""resident"": 40}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 2, ""expected_absence_after_completion"": 7, ""unexpected_absence_review"": 31}, ""readiness_status_counts"": {""expected_advancement_window"": 31, ""expected_completion_window"": 7, ""source_refresh_required_window"": 2}}"
lifecycle_assurance_dc760f670f1792cb7e67,program,Otorhinolaryngology Residency,,,Otorhinolaryngology Residency,,2027-08-15,31,31,1,31,26,5,0,0,31,26,31,0,0,deterministic_clock_supported,diff_can_classify_but_missing_rows_need_review,absence after stale-after is expected completion/alumni candidate,accept_expected_advancements_and_completion_absences_with_fresh_observation,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_RESIDENCY_5Y"": 31}, ""dominant_role_counts"": {""resident"": 31}, ""dominant_trainee_category_counts"": {""resident"": 31}, ""missing_expectation_counts"": {""expected_absence_after_completion"": 5, ""unexpected_absence_review"": 26}, ""readiness_status_counts"": {""expected_advancement_window"": 26, ""expected_completion_window"": 5}}"
lifecycle_assurance_81628dccef89dd1ff15b,program,Pathology - Anatomic and Clinical Residency,,,Pathology - Anatomic and Clinical Residency,,2027-08-15,44,44,1,44,0,0,0,44,44,0,0,0,44,mixed_with_human_review,diff_requires_review_queue,do_not_auto_mutate; stale rows enter review,review_lifecycle_rule_source_label_or_identity_before_mutation,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_RESIDENCY_DURATION_UNKNOWN"": 44}, ""dominant_role_counts"": {""resident"": 44}, ""dominant_trainee_category_counts"": {""resident"": 44}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 44}, ""readiness_status_counts"": {""stale_without_transition_review"": 44}}"
lifecycle_assurance_e8a9cd7b07149a1eaa93,program,Penn-CHOP Internal Medicine-Pediatrics Residency,,,Penn-CHOP Internal Medicine-Pediatrics Residency,,2027-08-15,38,25,1,37,30,7,1,0,38,30,37,1,0,source_refresh_bound,diff_can_classify_but_missing_rows_need_review,stale only when source refresh fails to reconfirm,refresh_source_before_carrying_forward_state,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_RESIDENCY_4Y"": 38}, ""dominant_role_counts"": {""resident"": 38}, ""dominant_trainee_category_counts"": {""resident"": 38}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 1, ""expected_absence_after_completion"": 7, ""unexpected_absence_review"": 30}, ""readiness_status_counts"": {""expected_advancement_window"": 30, ""expected_completion_window"": 7, ""source_refresh_required_window"": 1}}"
lifecycle_assurance_74439a983569ecae37bf,program,Physical Medicine and Rehabilitation Residency,,,Physical Medicine and Rehabilitation Residency,,2027-08-15,22,22,1,19,16,3,3,0,22,16,19,3,0,source_refresh_bound,diff_can_classify_but_missing_rows_need_review,stale only when source refresh fails to reconfirm,refresh_source_before_carrying_forward_state,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_RESIDENCY_4Y"": 22}, ""dominant_role_counts"": {""resident"": 22}, ""dominant_trainee_category_counts"": {""resident"": 22}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 3, ""expected_absence_after_completion"": 3, ""unexpected_absence_review"": 16}, ""readiness_status_counts"": {""expected_advancement_window"": 16, ""expected_completion_window"": 3, ""source_refresh_required_window"": 3}}"
lifecycle_assurance_ef10e122a554347d2666,program,Plastic Surgery Residency,,,Plastic Surgery Residency,,2027-08-15,22,22,1,20,17,3,2,0,22,17,20,2,0,source_refresh_bound,diff_can_classify_but_missing_rows_need_review,stale only when source refresh fails to reconfirm,refresh_source_before_carrying_forward_state,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_RESIDENCY_6Y"": 22}, ""dominant_role_counts"": {""resident"": 22}, ""dominant_trainee_category_counts"": {""resident"": 22}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 2, ""expected_absence_after_completion"": 3, ""unexpected_absence_review"": 17}, ""readiness_status_counts"": {""expected_advancement_window"": 17, ""expected_completion_window"": 3, ""source_refresh_required_window"": 2}}"
lifecycle_assurance_b4673dd11c4a2aac255d,program,Podiatric Surgery Residency,,,Podiatric Surgery Residency,,2027-08-15,16,16,1,16,12,4,0,0,16,12,16,0,0,deterministic_clock_supported,diff_can_classify_but_missing_rows_need_review,absence after stale-after is expected completion/alumni candidate,accept_expected_advancements_and_completion_absences_with_fresh_observation,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_RESIDENCY_4Y"": 16}, ""dominant_role_counts"": {""resident"": 16}, ""dominant_trainee_category_counts"": {""resident"": 16}, ""missing_expectation_counts"": {""expected_absence_after_completion"": 4, ""unexpected_absence_review"": 12}, ""readiness_status_counts"": {""expected_advancement_window"": 12, ""expected_completion_window"": 4}}"
lifecycle_assurance_074da8b56cd8ac8b107b,program,Psychiatry Residency,,,Psychiatry Residency,,2027-08-15,52,52,1,52,0,0,0,52,52,0,0,0,52,mixed_with_human_review,diff_requires_review_queue,do_not_auto_mutate; stale rows enter review,review_lifecycle_rule_source_label_or_identity_before_mutation,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_RESIDENCY_DURATION_UNKNOWN"": 52}, ""dominant_role_counts"": {""resident"": 52}, ""dominant_trainee_category_counts"": {""resident"": 52}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 52}, ""readiness_status_counts"": {""stale_without_transition_review"": 52}}"
lifecycle_assurance_142e1cbdfbc393ea3fa8,program,Pulmonary and Critical Care Fellowship,,,Pulmonary and Critical Care Fellowship,,2027-08-15,34,34,1,25,16,9,3,6,34,16,25,3,6,mixed_with_human_review,diff_requires_review_queue,do_not_auto_mutate; stale rows enter review,review_lifecycle_rule_source_label_or_identity_before_mutation,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_FELLOWSHIP_3Y"": 34}, ""dominant_role_counts"": {""fellow"": 34}, ""dominant_trainee_category_counts"": {""fellow"": 34}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 9, ""expected_absence_after_completion"": 9, ""unexpected_absence_review"": 16}, ""readiness_status_counts"": {""expected_advancement_window"": 16, ""expected_completion_window"": 9, ""review_required_window"": 6, ""source_refresh_required_window"": 3}}"
lifecycle_assurance_8147dd59eb6c4e9b7604,program,Radiation Oncology Residency,,,Radiation Oncology Residency,,2027-08-15,17,17,1,0,0,0,17,0,17,0,0,17,0,source_refresh_bound,diff_requires_fresh_source_before_retention,stale only when source refresh fails to reconfirm,refresh_source_before_carrying_forward_state,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_RESIDENCY_5Y"": 17}, ""dominant_role_counts"": {""resident"": 17}, ""dominant_trainee_category_counts"": {""resident"": 17}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 17}, ""readiness_status_counts"": {""source_refresh_required_window"": 17}}"
lifecycle_assurance_f561c508d7332df0a92f,program,Reproductive Endocrinology and Infertility Fellowship,,,Reproductive Endocrinology and Infertility Fellowship,,2027-08-15,6,6,1,4,2,2,0,2,6,2,4,0,2,mixed_with_human_review,diff_requires_review_queue,do_not_auto_mutate; stale rows enter review,review_lifecycle_rule_source_label_or_identity_before_mutation,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_FELLOWSHIP_2Y"": 6}, ""dominant_role_counts"": {""fellow"": 6}, ""dominant_trainee_category_counts"": {""fellow"": 6}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 2, ""expected_absence_after_completion"": 2, ""unexpected_absence_review"": 2}, ""readiness_status_counts"": {""expected_advancement_window"": 2, ""expected_completion_window"": 2, ""review_required_window"": 2}}"
lifecycle_assurance_e1b497b84d25539e2117,program,Rheumatology Fellowship,,,Rheumatology Fellowship,,2027-08-15,15,15,1,10,5,5,4,1,15,5,10,4,1,mixed_with_human_review,diff_requires_review_queue,do_not_auto_mutate; stale rows enter review,review_lifecycle_rule_source_label_or_identity_before_mutation,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_FELLOWSHIP_2Y"": 15}, ""dominant_role_counts"": {""fellow"": 15}, ""dominant_trainee_category_counts"": {""fellow"": 15}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 5, ""expected_absence_after_completion"": 5, ""unexpected_absence_review"": 5}, ""readiness_status_counts"": {""expected_advancement_window"": 5, ""expected_completion_window"": 5, ""review_required_window"": 1, ""source_refresh_required_window"": 4}}"
lifecycle_assurance_ea77cb7da8ca01e4adbd,program,Rhinology and Skull Base Surgery Fellowship,,,Rhinology and Skull Base Surgery Fellowship,,2027-08-15,2,2,1,0,0,0,2,0,2,0,0,2,0,source_refresh_bound,diff_requires_fresh_source_before_retention,stale only when source refresh fails to reconfirm,refresh_source_before_carrying_forward_state,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_FELLOWSHIP_1Y"": 2}, ""dominant_role_counts"": {""fellow"": 2}, ""dominant_trainee_category_counts"": {""fellow"": 2}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 2}, ""readiness_status_counts"": {""source_refresh_required_window"": 2}}"
lifecycle_assurance_71cfdfea5e8f10641b95,program,Shoulder and Elbow Fellowship,,,Shoulder and Elbow Fellowship,,2027-08-15,1,1,1,0,0,0,1,0,1,0,0,1,0,source_refresh_bound,diff_requires_fresh_source_before_retention,stale only when source refresh fails to reconfirm,refresh_source_before_carrying_forward_state,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_FELLOWSHIP_1Y"": 1}, ""dominant_role_counts"": {""fellow"": 1}, ""dominant_trainee_category_counts"": {""fellow"": 1}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 1}, ""readiness_status_counts"": {""source_refresh_required_window"": 1}}"
lifecycle_assurance_1fdb4018fa4465f053f7,program,Sleep Medicine Fellowship,,,Sleep Medicine Fellowship,,2027-08-15,7,7,1,0,0,0,7,0,7,0,0,7,0,source_refresh_bound,diff_requires_fresh_source_before_retention,stale only when source refresh fails to reconfirm,refresh_source_before_carrying_forward_state,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_FELLOWSHIP_1Y"": 7}, ""dominant_role_counts"": {""fellow"": 7}, ""dominant_trainee_category_counts"": {""fellow"": 7}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 7}, ""readiness_status_counts"": {""source_refresh_required_window"": 7}}"
